OMIM_gene,OMIM_disease_ch,OMIM_id
HMGCS2,3-羟基-3-甲基戊二酰辅酶A合成酶2缺乏症,600234
HMMR,乳腺癌，易感性,600936
HMOX1,"肺疾病，慢性阻塞性，易感, 606963 (3);血红素氧化酶-1缺乏症 ",141250
HMPS1,结直肠癌，易感，4;息肉综合征，混合遗传性，1,601228
HMS1,同性恋，男性,306995
HMSN5,遗传性运动与感觉神经病变V,600361
HMX1,眼耳综合征,142992
HNF1A,"糖尿病，胰岛素依赖型;糖尿病，非胰岛素依赖型，2;胰岛素依赖性糖尿病20型;肝腺瘤，体细胞 ;MODY,III型;肾癌",142410
HNF1B,肾细胞癌;非胰岛素依赖型糖尿病;肾囊肿与糖尿病综合征,189907
HNF4A,"非胰岛素依赖性糖尿病;范可尼肾小管综合征4，伴青春晚期糖尿病 ;MODY,I型",600281
HNFJ3,高尿酸血症肾病、家族性少年，3 ,614227
HNMT,哮喘，易感;智力低下，常染色体隐性遗传51,605238
HNP1,高血压性肾病 ,608026
HNRNPA1,内含体肌病伴随早发性Paget疾病，不伴随额颞叶痴呆;肌萎缩侧索硬化20 ,164017
HNRNPDL,肢带型肌营养不良，1G型,607137
HNRNPK,Au-Kline综合征,600712
HNRPA2B1,包涵体肌病伴早发 Paget 疾病伴或不伴额颞叶痴呆2,600124
HOGA1,原发性高草酸尿症，III型,613597
HOMER2,耳聋，常染色体显性遗传68,604799
HOXA1,Athabaskan脑干发育不全综合征 ;Bosley-Salih-Alorainy综合征,142955
HOXA11,桡尺骨骨性联接伴随细胞性血小板减少征1,142958
HOXA13,Guttmacher综合征;手-足生殖器综合征,142959
HOXA2,小耳畸形伴或不伴听力障碍（AD）;小耳畸形，听力损伤，和腭裂（AR）,604685
HOXB1,遗传先天性面瘫3型,142968
HOXC13,外胚层发育不良9，头发/指甲型,142976
HOXD10,Charcot（腓骨肌萎缩症）-Marie-Tooth 疾病，足部畸形;垂直距骨，先天性,142984
HOXD13,短指（趾）-并指（趾）综合征;趾过短，D型;趾过短，E型;并指（趾）V型;并指（趾）1型,142989
HP,乙酸尿 ;酪氨酸血症，III型,140100
HPC10,前列腺癌，遗传性，10 ,611100
HPC11,前列腺癌，遗传性，11,611955
HPC14,前列腺癌，遗传性，14,611958
HPC15,前列腺癌，遗传性，15,611959
HPC3,前列腺癌，易感，3,608656
HPC4,前列腺癌，易感，4,608658
HPC5,前列腺癌，遗传性，5,609299
HPC6,前列腺癌，易感,609558
HPC7,前列腺癌，遗传性，7,610321
HPC9,前列腺癌，遗传性，9,610997
HPCA,张力失调2型，扭转，常染色体隐性遗传 ,142622
HPCQTL19,前列腺癌的侵袭性QTL ,607592
HPCX1,前列腺癌，遗传，X-连锁1,300147
HPCX2,前列腺癌，遗传，X-连锁2,300704
HPD,乙酸尿 ;酪氨酸血症，III型,609695
HPE1,前脑无裂畸形1,236100
HPE6,前脑无裂畸形6,605934
HPE8,前脑无裂畸形8,609408
HPGD,Cranioosteoarthropathy;杵状指，独特的先天性 ;肥大性骨关节病，原发性，常染色体隐性遗传1 ,601688
HPPD,器官距离过远，耳前窦道，泪点坑，和耳聋,614187
HPRHP,低磷酸盐血症性佝偻病和甲状旁腺功能亢进,612089
HPRT1,HPRT-相关痛风（Kelley-Seegmiller综合征）;Lesch-Nyhan综合征,308000
HPS1,Hermansky-Pudlak综合征1 ,604982
HPS3,Hermansky-Pudlak综合征3,606118
HPS4,Hermansky-Pudlak综合征4,606682
HPS5,Hermansky-Pudlak综合征5,607521
HPS6,Hermansky-Pudlak综合征6,607522
HPSE2,尿路-面容异常综合征1,613469
HPT,甲状旁腺功能减退症，X连锁,307700
HR,普秃 ;无毛症伴丘疹性损害 ;稀毛症4,602302
HRAS,膀胱癌，体细胞;皮脂腺痣或痣长毛发，体细胞;Spitz痣或斑痣，体细胞;甲状腺癌，滤泡性，体细胞 ;先天性肌病伴随肌梭过剩 ;Costello综合征;Schimmelpenning-Feuerstein-Mims综合征，体细胞镶嵌,190020
HRG,HRG增高性血栓形成倾向;HRG缺乏性血栓形成倾向,142640
HRM2,头发，卷曲,139450
HRPT2,甲状旁腺功能亢进，家族原发性;甲状旁腺功能亢进症-颌骨肿瘤综合征 ;甲状旁腺腺瘤伴随囊性改变 ;甲状旁腺腺癌 ,607393
HRPT3,甲状旁腺功能亢进3 ,610071
HS6ST1,低促性腺素性功能减退症15伴或不伴嗅觉缺失,604846
HSCR5,先天性巨结肠症，易感性，5 ,600156
HSCR6,先天性巨结肠症，易感性，6,606874
HSCR7,先天性巨结肠症，易感性，7,606875
HSCR8,先天性巨结肠症，易感性，8,608462
HSCR9,先天性巨结肠症，易感性，9,611644
HSD11B1,可的松还原酶缺乏症2,600713
HSD11B2,表象性盐皮质激素过多综合征 ,614232
HSD17B10,X连锁综合征型智力低下10型;17β-羟基类固醇脱氢酶X缺乏,300256
HSD17B3,17β-羟类固醇脱氢酶3缺乏症（假两性畸形，男性，伴随男子女性型乳房）,605573
HSD17B4,过氧化物酶体D-双功能蛋白缺乏症 ;Perrault综合征1,601860
HSD3B2,3β-羟类固醇脱氢酶2缺乏症，先天性肾上腺皮质增生,613890
HSD3B7,先天性胆汁酸合成障碍，1,607764
HSF4,白内障5，多基因控制型,602438
HSN1B,神经病变，遗传性感觉，IB型（遗传性感觉和自主神经病IB型）,608088
HSPA9,贫血、铁粒幼细胞，4;Even-plus综合征,600548
HSPB1,"轴突型Charcot-Marie-Tooth病，2F型;神经病变，远端型遗传性运动,IIB型",602195
HSPB3,神经病，远端型遗传性运动，IIC型,604624
HSPB8,"轴突型Charcot-Marie-Tooth病，2L型;神经病变，远端型遗传性运动,IIA型",608014
HSPD1,低髓鞘化脑白质营养不良4型;痉挛性截瘫13，常染色体显性遗传,118190
HSPG2,骨骼分离障碍性发育不良，Silverman Handmaker型;Schwartz-Jampel综合征，1型,142461
HSR,偏手性，惯用手,139900
HT,地层变位，内脏，3，常染色体,140300
HTC1,先天普遍多毛症， Ambras型,145701
HTC2,多毛症，先天性全身 ,307150
HTGH,终末多毛症，广义，伴随或不伴随牙龈增生,135400
HTR1A,周期性发热，月经周期依赖性,109760
HTR2A,酒精依赖性，易感 ;神经性厌食症，易感;严重抑郁障碍，citalopram治疗后的回应;强迫性障碍，易感;精神分裂症，易感;季节性情感障碍，易感,182135
HTRA1,黄斑变性、年龄相关，7;黄斑变性、年龄相关，新生血管型 ;伴有皮质下梗死和白质脑病的常染色体隐性遗传性脑动脉病（CARASIL综合征）;脑动脉病，常染色体显性遗传，伴皮质下梗死和白质脑病，2型,602194
HTRA2,帕金森病13,606441
HTT,亨廷顿病 ,613004
HTX3,地层变位，内脏，3，常染色体,606325
HUWE1,X连锁综合征型智力低下Turner型,300697
HWE1,癫痫，热水，1 ,613339
HWE2,癫痫，热水，2,613340
HYAL1,黏多糖贮积症IX型,607071
HYDIN,原发性纤毛运动障碍，5,610812
HYLS1,脑积水综合征,610693
HYPLIP2,高脂血症，合并症，2 ,604499
HYPT10,稀毛症10 ,614238
HYPT5,稀毛症5,612841
HYPT9,稀毛症9,614237
HYSP3,尿道下裂3，常染色体 ,146450
HYSP4,尿道下裂4，X连锁，易感性 ,300856
HYT1,原发性高血压，易感性，1,603918
HYT2,原发性高血压，易感性，2,604329
HYT3,原发性高血压，易感性，3,607329
HYT4,原发性高血压，易感性，4,608742
HYT5,原发性高血压，易感性，5,610261
HYT6,原发性高血压，易感性，6,610262
HYT7,原发性高血压，易感性，7,610948
HYT8,原发性高血压，易感性，8,611014
IARS2,白内障，生长激素缺乏症、感觉神经病变，感音神经性耳聋，和骨骼发育不良,612801
IBA57,多线粒体功能障碍综合征3;痉挛性截瘫74，常染色体隐性遗传 ,615316
IBD11,炎症性肠道疾病11 ,191390
IBD12,炎症性肠道疾病12 ,612241
IBD15,炎症性肠道疾病15,612255
IBD16,炎症性肠道疾病16,612259
IBD18,炎症性肠道疾病18,612262
IBD2,炎症性肠道疾病27,601458
IBD20,炎症性肠道疾病20,612288
IBD21,炎症性肠道疾病21,612354
IBD22,炎症性肠道疾病22,612380
IBD23,炎症性肠道疾病23,612381
IBD24,炎症性肠道疾病24,612566
IBD26,炎症性肠道疾病26,612639
IBD27,炎症性肠道疾病27,612796
IBD3,炎症性肠道疾病3,604519
IBD4,炎症性肠道疾病4,606675
IBD5,炎症性肠道疾病5,606348
IBD6,炎症性肠道疾病6,606674
IBD7,炎症性肠道疾病7,605225
IBD8,炎症性肠道疾病8,606668
IBD9,炎症性肠道疾病9,608448
IBGC2,基底节钙化，特发性，2 ,606656
ICAM1,疟疾，大脑的，易感,147840
ICAM4,"血型, Landsteiner-Wiener",614088
ICK,内分泌-cerebroosteo发育不良,612325
ICOS,常见变异型免疫缺陷症1型,604558
ICR1,Beckwith-Wiedemann综合征,616186
IDDM1,胰岛素依赖性糖尿病，19,222100
IDDM11,胰岛素依赖性糖尿病，11 ,601208
IDDM13,胰岛素依赖性糖尿病，13,601318
IDDM15,胰岛素依赖性糖尿病，15,601666
IDDM17,胰岛素依赖性糖尿病，17,603266
IDDM18,胰岛素依赖性糖尿病，18,605598
IDDM19,胰岛素依赖性糖尿病，19,610155
IDDM21,胰岛素依赖性糖尿病，21 ,612521
IDDM23,胰岛素依赖性糖尿病，23,612622
IDDM24,胰岛素依赖性糖尿病，24,613006
IDDM3,胰岛素依赖性糖尿病，3 ,600318
IDDM4,胰岛素依赖性糖尿病，4,600319
IDDM6,胰岛素依赖性糖尿病，6,601941
IDDM7,胰岛素依赖性糖尿病，7,600321
IDDM8,胰岛素依赖性糖尿病，8,600883
IDDMX,糖尿病，胰岛素依赖型，X连锁 ,300136
IDH1,胶质瘤易感，体细胞,147700
IDH2,D-2-羟基戊二酸尿症2型,147650
IDH3B,视网膜色素变性46,604526
IDS,黏多糖贮积症II ,300823
IDUA,黏多糖贮积症Ih;黏多糖贮积症Ih/s（Hurler-Scheie综合征）;黏多糖贮积症Is,252800
IER3IP1,小头畸形，癫痫，和糖尿病综合征,609382
IFIH1,Aicardi-Goutieres综合征7;Singleton-Merten综合征1,606951
IFITM3,流行性感冒，严重的，易感性,605579
IFITM5,成骨不全，V型 ,614757
IFNA1,干扰素，α，缺乏症,147660
IFNAR2,免疫缺陷症45;乙型肝炎病毒，易感性,602376
IFNG,艾滋病，快速进展;再生障碍性贫血;丙型肝炎病毒，治疗后反应 ;TSC2血管平滑肌脂肪瘤，肾脏的，修正;结核病，保护型,147570
IFNGR1,幽门螺杆菌感染，易感;乙型肝炎病毒感染，易感;结核病感染，保护型;肺结核，易感;免疫缺陷症27A，分枝杆菌，AR ;免疫缺陷症27B，分枝杆菌，AD ,107470
IFNGR2,免疫缺陷症28，分枝杆菌,147569
IFNL3,丙型肝炎病毒感染，治疗反应,607402
IFT122,颅骨外胚层发育不良1,606045
IFT140,短肋胸廓发育不良伴或不伴多指综合征9型,614620
IFT172,视网膜色素变性71;短肋胸廓发育不良伴或不伴多指综合征10型,607386
IFT27,Bardet-Biedl综合征19,615870
IFT43,颅骨外胚层发育不良3,614068
IFT80,短肋胸廓发育不良伴或不伴多指综合征2型,611177
IGAD1,免疫球蛋白A缺乏症 ,137100
IGAN1,IgA肾病，易感，1 ,161950
IGAN2,IgA肾病，易感性，2 ,613944
IGBP1,Corpus胼胝体发育不全，伴随智力低下，眼部缺损和小颌畸形,300139
IGES,过敏和哮喘易感,147061
IGF1,胰岛素样生长因子I，耐药性,147440
IGF1R,胰岛素样生长因子I，耐药性,147370
IGF2,严重生长发育受限及特殊面容,147470
IGF2BP2,非胰岛素依赖性糖尿病，易感,608289
IGF2R,肝细胞癌，体细胞,147280
IGFALS,酸不稳定亚基，缺乏症,601489
IGFBP7,视网膜大动脉瘤伴随肺动脉瓣上狭窄,602867
IGHG2,IgG2缺乏症，选择性,147110
IGHM,无丙种球蛋白血症 1,147020
IGHMBP2,轴突型Charcot-Marie-Tooth病，2S型;神经疾病，远端型遗传性运动，VI型,600502
IGHR,高免疫球蛋白G1综合征,144120
IGKC,κ轻链缺乏症,147200
IGLL1,无丙种球蛋白血症 2,146770
IGSF1,甲状腺功能减退症，中枢性，和睾丸肿大 ,300137
IGSF3,泪管缺陷,603491
IH,偏侧肥大 ,235000
IHH,Acrocapitofemoral发育不良;短指（趾）症，A1型,600726
IHPS1,幽门狭窄，婴儿肥厚性，1,179010
IHPS2,幽门狭窄，婴儿肥厚性，2,610260
IHPS3,幽门狭窄，婴儿肥厚性，3,612017
IHPS4,幽门狭窄，婴儿肥厚性，4,300711
IHPS5,幽门狭窄，婴儿肥厚性，5,612525
IKBKAP,家族性自主神经功能失调,603722
IKBKB,免疫缺陷症15,603258
IKBKG,少汗性外胚层发育不良，伴随免疫缺陷;无汗性外胚层发育不良伴淋巴水肿、骨硬化症和免疫缺陷;免疫缺陷33;免疫缺陷，分离性;色素失调症 ;侵袭性肺炎球菌疾病，复发性孤立性，2,300248
IKZF1,常见变异型免疫缺陷症13型,603023
IL10,"移植物抗宿主病，保护 ;人体免疫缺陷病毒1型，易感;类风湿性关节炎，进展, 180300 (3)",124092
IL10RA,早发性炎性肠病28型，常染色体隐性遗传,146933
IL11RA,颅缝早闭和牙齿异常 ,600939
IL12B,免疫缺陷症29，分枝杆菌,161561
IL12RB1,免疫缺陷症30,601604
IL13,变态反应性鼻炎，易感;哮喘，易感 ,147683
IL17F,念珠菌病，家族性，6，常染色体显性遗传,606496
IL17RA,念珠菌病，家族性，5，常染色体隐性遗传,605461
IL17RC,念珠菌病，家族性，9,610925
IL17RD,低促性腺素性功能减退症18伴或不伴嗅觉缺失,606807
IL1B,幽门螺杆菌感染后胃癌的危险性 ,147720
IL1RAPL1,智力低下，X连锁21/34,300206
IL1RN,幽门螺杆菌感染后胃癌的危险性 ;糖尿病的微血管并发症4;白细胞介素1受体拮抗剂缺乏症,147679
IL2,IgE水平升高;免疫缺陷症，原发性，常染色体隐性遗传，IL21R相关,147680
IL21,免疫缺陷症，共可变性，11,605384
IL21R,IgE水平升高;免疫缺陷症，原发性，常染色体隐性遗传，IL21R相关,605383
IL23R,炎症性肠道疾病17，保护抗性;银屑病保护抗性,607562
IL2RA,糖尿病，非胰岛素依赖型，易感;免疫缺陷症41伴随淋巴组织增生和自身免疫性疾病,147730
IL2RG,X连锁联合免疫缺陷症，中度的 ;重症联合免疫缺陷症，X连锁,308380
IL31RA,淀粉样变，原发性局限性皮肤，2,609510
IL36RN,脓疱性银屑病14型（泛发性脓疱性牛皮癣）,605507
IL4R,艾滋病，快速进展;IgE过敏症（遗传性过敏症），易感,147781
IL6,Crohn疾病相关的生长障碍;糖尿病，易感 ;脑动静脉畸形，易感;卡波西肉瘤易感;类风湿性关节炎，系统性幼年,147620
IL6R,白细胞介素6，血清水平，QTL ;白细胞介素-6受体，可溶性，血清水平，QTL ,147880
IL7R,重型联合免疫缺陷症，T细胞阴性，B细胞/自然杀伤细胞阳性型,146661
ILDR1,耳聋，常染色体隐性遗传42,609739
IMPAD1,软骨发育异常伴随关节脱位，GPAPP型,614010
IMPDH1,Leber先天性黑蒙11 ;视网膜色素变性10,146690
IMPDH2,IMPDH2酶活性，变化,146691
IMPG1,卵黄状黄斑营养不良4型,602870
IMPG2,卵黄状黄斑营养不良5型;视网膜色素变性56,607056
INDX,木神经免疫综合征 ,300076
INF2,Charcot-Marie-Tooth病，显性中间型E;局灶节段性肾小球硬化症5型,610982
ING1,鳞状细胞癌，头颈，体细胞,601566
INPP5E,肢端胼胝体综合征1（Joubert综合征1）;智力低下，躯干性肥胖，视网膜营养性萎缩，和小阴茎综合征,613037
INPPL1,Opsismodysplasia,600829
INS,胰岛素依赖性糖尿病2型;糖尿病，新生儿永久性;血胰岛素原过多;青春晚期糖尿病10型,176730
INSL3,隐睾症,146738
INSR,胰岛素抵抗性糖尿病，伴黑棘皮症;家族性高胰岛素血症性低血糖症5型;矮怪病 ;Rabson-Mendenhall综合征（松果体增生、胰岛素抵抗性糖尿病伴体细胞异常）,147670
INTLQ1,智力QTL1,603783
INTLQ2,智力QTL3,610295
INTLQ3,智力QTL2,610294
INVS,肾结核2，婴儿期,243305
IPF1,"糖尿病，II型，易感;MODY,IV型;胰腺发育不全1 ",600733
IQCB1,Senior-Loken综合征5,609237
IQSEC2,智力低下，X连锁1/78,300522
IRAK3,哮喘易感性5 ,604459
IRAK4,侵袭性肺炎球菌疾病，复发性孤立性，1 ;IRAK4缺乏症,606883
IRF1,"胃癌，体细胞, 613659 (3);骨髓增生异常综合征，白血病前期;髓细胞性白血病，急性;非小细胞肺癌，体细胞",147575
IRF3,单纯疱疹病毒性脑炎，易感，7,603734
IRF4,皮肤/头发/眼睛色素沉着1，变异，8,601900
IRF5,炎症性肠道疾病14 ;系统性红斑狼疮，易感，10,607218
IRF6,先天性唇腭裂6;翼状胬肉综合征1;Van der Woude综合征,607199
IRF7,免疫缺陷症39,605047
IRF8,免疫缺陷症32A、分枝杆菌病，常染色体显性遗传 ;免疫缺陷症32B，单核细胞和树突状细胞缺乏症，常染色体隐性遗传,601565
IRGM,结核分枝杆菌，保护抗性;炎症性肠病19 ,608212
IRS1,冠状动脉疾病，易感;糖尿病，非胰岛素依赖型,147545
IRS2,非胰岛素依赖性糖尿病,600797
IRX5,Hamamy综合征,606195
IS1,脊柱侧凸，特发性1,181800
IS2,脊柱侧凸，特发性2,607354
IS3,脊柱侧凸，隔离性，易感，3,608765
IS4,脊柱侧凸，特发性，易感，4,612238
IS5,脊柱侧凸，特发性，易感，5,612239
ISCA2,多个线粒体功能障碍综合征4,615317
ISCU,肌病伴随乳酸性酸中毒、遗传性（ISCU缺乏性肌病）,611911
ISG15,免疫缺陷症38型伴基底神经节钙化,147571
ISPD,先天性肌营养不良-抗肌萎缩相关糖蛋白病伴脑眼异常A型，7;肌营养不良-抗肌萎缩相关糖蛋白病（肢带型），C7型,614631
ITCH,自身免疫性疾病，多系统、面部畸形 ,606409
ITGA2,糖蛋白Ia型缺乏症,192974
ITGA2B,出血性障碍，血小板型，16;血小板无力症 ;血小板减少，新生儿同种免疫，BAK抗原相关 ,607759
ITGA3,间质性肺疾病，肾病综合征，与大疱性表皮松解症，先天性,605025
ITGA6,大疱性表皮松解症，连接，伴随幽门闭锁,147556
ITGA7,先天性肌营养不良，由于ITGA7缺乏症,600536
ITGA8,肾发育不良1型,604063
ITGAM,系统性红斑狼疮，与易感的关联,120980
ITGB2,白细胞粘连缺乏症 ,600065
ITGB3,"心肌梗死，易感, 608446;血小板型异常型出血性病16型，常染色体显性;血小板无力症;紫癜，输血引起;血小板减少（症），新生儿同种免疫 ",173470
ITGB4,手和足的大疱性表皮松解症;大疱性表皮松解症，连接，non-Herlitz 型;大疱性表皮松解症，连接，伴随幽门闭锁,147557
ITGB6,釉质发育不全，IH型,147558
ITIH4,高胆固醇血症，易感性 ,600564
ITK,淋巴增殖综合征1,186973
ITM2B,视网膜营养不良伴内视网膜功能不全和神经节细胞异常;ITM2B相关脑淀粉样蛋白血管病1型(老年痴呆症，家族性英国人);老年痴呆症，家族性丹麦人（ITM2B相关脑淀粉样蛋白血管病2型）,603904
ITPA,次黄苷三磷酸酶缺乏症;早发幼儿癫痫性脑病35,147520
ITPKC,川崎病，易感,606476
ITPR1,Gillespie综合征（无虹膜、小脑共济失调及智力低下）;脊髓小脑性共济失调15;脊髓小脑性共济失调29，先天性非进行性,147265
ITPR2,无汗，孤立，伴随正常汗腺,600144
ITPR3,糖尿病，1型，易感 ,147267
ITS,胰岛瘤,606960
IVD,异戊酸血症,607036
IYD,甲状腺分泌障碍4,612025
JAG1,耳聋，先天性心脏缺乏症，伴随角膜后胚胎环 ;Alagille综合征;法洛四联症 ,601920
JAGN1,严重先天性中性白细胞减少症6型，常染色体隐性遗传,616012
JAK2,Budd-Chiari综合征，体细胞;红细胞增多症，体细胞;急性髓系白血病，体细胞;骨髓纤维化，体细胞;真性红细胞增多症，体细胞;原发性血小板增多症3,147796
JAK3,SCID，常染色体隐性遗传，T阴性/B阳性型,600173
JAM3,大脑出血性损伤，室管膜下钙化，和白内障,606871
JBS,Jacobsen综合征,147791
JOAG2,"青光眼，原发性开角,青少年发病2 ",608695
JPH1,Charcot-Marie-Tooth病，轴突，常染色体显性遗传，2K型,605266
JPH2,肥厚性心肌病17,605267
JPH3,亨廷顿病样2,605268
JUP,致心律失常性右心室发育不良12;Naxos疾病,173325
KAL1,低促性腺激素性性腺功能减退症1伴或不伴嗅觉缺失（Kallmann综合征1）,300836
KALRN,冠心病，易感，5,604605
KANK1,脑瘫及痉挛性四肢瘫痪，2,607704
KANK2,掌跖角化病和羊毛状头发,614610
KANSL1,Koolen De Vries综合征（KANSL1相关智障综合征）,612452
KAOGS,Kagami-Ogata综合征,608149
KARS,Charcot-Marie-Tooth病，隐性中间型B;耳聋，常染色体隐性遗传89,601421
KAT6A,智力低下，常染色体显性遗传32,601408
KAT6B,Genitopatellar综合征 ;SBBYSS综合征（OHDO综合征）,605880
KATNB1,无脑回6，伴随小头畸形,602703
KATNIP,Joubert综合征26,616650
KAZA1,黑热病，易感性，1 ,608207
KAZA2,黑热病，易感性，2,611381
KAZA3,黑热病，易感性，3,611382
KBTBD13,杆状体肌病6，常染色体显性遗传,613727
KCNA1,发作性共济失调/肌纤维颤搐综合征,176260
KCNA2,早发幼儿癫痫性脑病32,176262
KCNA5,房性纤颤，家族性，7,176267
KCNB1,癫痫性脑病，早发幼儿，26,600397
KCNC1,进行性肌阵挛性癫痫7型,176258
KCNC3,脊髓小脑性共济失调13,176264
KCND3,Brugada综合征9;脊髓小脑性共济失调19,605411
KCNE1,Jervell and Lange-Nielsen综合征2;长QT综合征5,176261
KCNE2,房性纤颤，家族性，4;长QT综合征6,603796
KCNE3,Brugada综合征6,604433
KCNH1,Temple-Baraitser综合征;Zimmermann-Laband综合征1,603305
KCNH2,长QT综合征2、获得性的，易感;长QT综合征2;短QT综合征1,152427
KCNJ1,Bartter综合征，2型,600359
KCNJ10,前庭水管扩大，二基因的;SESAME综合征（癫痫发作-感音神经性耳聋-共济失调-视网膜色素变性-智力低下-电解质失衡综合征）,602208
KCNJ11,糖尿病，2型，易感;糖尿病，永久性新生儿，伴随神经病学特征;糖尿病，暂时性新生儿，3;糖尿病，永久性新生儿 ;家族性高胰岛素血症，2;年轻人的成熟期糖尿病，13型,600937
KCNJ13,Leber氏先天性黑蒙16;Snowflake玻璃体视网膜变性,603208
KCNJ18,甲状腺毒性周期性麻痹，易感，2,613236
KCNJ2,安德森综合征（支气管扩张，胰腺囊肿，维生素A缺乏症）;房性纤颤，家族性，9;短QT综合征3,600681
KCNJ5,高醛甾酮症，家族性，III型;长QT综合征13,600734
KCNJ6,Keppen Lubinsky综合征,600877
KCNK18,先兆性或无先兆性偏头痛，易感13型,613655
KCNK3,原发性肺动脉高压4型,603220
KCNK9,Birk Barel精神发育迟滞的畸形综合征,605874
KCNMA1,全身性癫痫与发作性运动障碍 ,600150
KCNMB1,舒张期高血压抵抗,603951
KCNN4,脱水遗传性口形红细胞增多症2 ,602754
KCNQ1,长QT综合征1、后天，易感性 ;房性纤颤，家族性，3;Jervell and Lange-Nielsen 综合征;长QT综合征1;短QT综合征2,607542
KCNQ1OT1,Beckwith-Wiedemann综合征,604115
KCNQ2,癫痫性脑病，早发幼儿，7;肌纤维颤搐;良性新生儿癫痫1型,602235
KCNQ3,良性新生儿癫痫2型,602232
KCNQ4,耳聋，常染色体显性遗传2A,603537
KCNT1,癫痫，夜间额叶，5 ;癫痫性脑病，早发幼儿，14,608167
KCNV2,视网膜锥营养不良3B,607604
KCTD1,Scalp-ear-nipple综合征,613420
KCTD17,肌阵挛性张力失调26 ,616386
KCTD7,癫痫，进行性肌阵挛3，伴或不伴细胞内夹杂物 ,611725
KDM1A,腭裂，精神发育迟滞，和独特的面部特征 ,609132
KDM5C,X连锁综合征型智力低下Claes-Jensen型,314690
KDM6A,歌舞伎综合征2,300128
KDR,婴儿型毛细血管瘤，易感;婴儿型毛细血管瘤，体细胞,191306
KEL,"血型, Kell",613883
KERA,扁平角膜先天性、隐性 ,603288
KHDC3L,复发性葡萄胎2型,611687
KHK,果糖尿,614058
KIAA0196,Ritscher-Schinzel综合征1;痉挛性截瘫8，常染色体显性遗传 ,610657
KIAA0319,读写困难，易感，2,609269
KIAA0442,智力低下，常染色体显性遗传26,607270
KIAA0586,肢端胼胝体综合征23（Joubert综合征23）;短肋胸廓发育不良14伴多指,610178
KIAA1033,精神运动性阻滞，常染色体隐性遗传43,615748
KIAA1279,Goldberg-Shprintzen巨结肠综合征,609367
KIAA2022,智力低下，X连锁98,300524
KIF11,小头畸形伴或不伴视网膜脉络膜病变，淋巴水肿，或精神运动性阻滞,148760
KIF14,Meckel综合征12,611279
KIF1A,智力低下，常染色体显性遗传9;神经病变，遗传性感觉，IIC型（遗传性感觉和自主神经病2C型）;痉挛性截瘫30，常染色体隐性遗传 ,601255
KIF1B,Charcot-Marie-Tooth病，2A1型;神经母细胞瘤，易感，1 ;嗜铬细胞瘤,605995
KIF1C,痉挛性共济失调2，常染色体隐性遗传,603060
KIF21A,先天性眼外肌纤维化1型;先天性眼外肌纤维化3B型,608283
KIF22,脊椎干骺端发育不全伴随关节松弛，2型,603213
KIF2A,皮质发育不良，复杂，伴随其他脑畸形3,602591
KIF4A,智力低下，X连锁100  ,300521
KIF5A,痉挛性截瘫10，常染色体显性遗传 ,602821
KIF5C,皮质发育不良，复杂，伴随其他脑畸形2,604593
KIF7,铝-Gazali-Bakalinova综合征 ;脑积水综合征2 ;Acrocallosal综合征;肢端胼胝体综合征12（Joubert综合征12,611254
KIND1,Kindler综合征,607900
KIND3,白细胞粘连缺乏症，III型,607901
KIR3DL1,艾滋病，延迟/快速进展 ,604946
KIRREL3,智力低下，常染色体显性遗传4,607761
KISS1,低促性腺素性功能减退症13型伴或不伴嗅觉缺失,603286
KISS1R,性早熟，中枢，1;低促性腺素性功能减退症8伴或不伴嗅觉缺失,604161
KIT,胃肠道间质瘤，家族性;生殖细胞肿瘤;急性髓系白血病 ;肥大细胞病;斑驳病,164920
KITLG,皮肤/头发/眼睛色素沉着7，金色/棕色头发;耳聋，常染色体显性遗传69，单侧或不对称 ;家族性进行性色素沉着过多伴随或不伴随色素沉着不足 ,184745
KIZ,视网膜色素变性69,615757
KL,冠状动脉疾病，易感;肿瘤样钙沉着症，高血磷 ,604824
KLC2,痉挛性截瘫，视神经萎缩，和神经病变 ,611729
KLF1,遗传性胎儿血红蛋白持续存在症 ;血型--Lutheran抑制剂;先天性红细胞生成障碍性贫血，IV型 ,600599
KLF11,年轻人的成熟期糖尿病，VII型,603301
KLF6,胃癌，体细胞 ;前列腺癌，体细胞,602053
KLHDC8B,霍奇金淋巴瘤，易感,613169
KLHL10,精子形成障碍11,608778
KLHL3,假性醛固酮减少症IID型,605775
KLHL40,杆状体肌病8，常染色体隐性遗传,615340
KLHL41,杆状体肌病9,607701
KLHL7,视网膜色素变性42,611119
KLK1,激肽释放酶血管舒缓素，降低泌尿活性,147910
KLK4,釉质发育不全，IIA1型,603767
KLKB1,Fletcher因子（激肽释放酶原）缺乏症,229000
KLLN,Cowden综合征4,612105
KMT2A,髓系/淋巴或混合谱系白血病，;Wiedemann-Steiner综合征（多毛肘、身材矮小、面部畸形和发育延迟）,159555
KMT2D,Kabuki综合征1（歌舞伎综合征1型）,602113
KNG1,高分子量激肽原缺乏症 ;激肽原缺乏症,612358
KONDS,Kondoh综合征,606242
KPTN,智力低下，常染色体隐性遗传41,615620
